Id,Label,Type,Latitude_deg,Longitude_deg
UTK,Utirik Airport,small_airport,11.222,169.852005
OCA,Ocean Reef Club Airport,small_airport,25.3253994,-80.27480316
PQS,Pilot Station Airport,small_airport,61.934601,-162.899994
CSE,Crested Butte Airpark,small_airport,38.851918,-106.928341
JCY,LBJ Ranch Airport,small_airport,30.25180054,-98.62249756
PMX,Metropolitan Airport,small_airport,42.22330093,-72.31140137
WLR,Loring Seaplane Base,seaplane_base,55.60129929,-131.6369934
NUP,Nunapitchuk Airport,small_airport,60.905591,-162.440454
PTC,Port Alice Seaplane Base,seaplane_base,55.803,-133.597
ICY,Icy Bay Airport,small_airport,59.96900177,-141.6620026
PPV,Port Protection Seaplane Base,seaplane_base,56.3288002,-133.6100006
KKK,Kalakaket Creek AS Airport,small_airport,64.4166257,-156.8203926
MHS,Dunsmuir Muni-Mott Airport,small_airport,41.263199,-122.272003
ELW,Ellamar Seaplane Base,seaplane_base,60.893818,-146.704038
LVD,Lime Village Airport,small_airport,61.35910034,-155.4400024
FIV,Five Finger CG Heliport,heliport,57.26990128,-133.6309967
HGZ,Hog River Airport,small_airport,66.2161026,-155.6690063
OTN,Ed-Air Airport,small_airport,38.85139847,-87.49970245
TLF,Telida Airport,small_airport,63.39390182,-153.2689972
BZT,Eagle Air Park,small_airport,28.98220062,-95.57969666
HBH,Entrance Island Seaplane Base,seaplane_base,57.412201,-133.43848
FAK,False Island Seaplane Base,seaplane_base,57.53219986,-135.2129974
BYW,Blakely Island Airport,small_airport,48.57899857,-122.8259964
DRF,Drift River Airport,small_airport,60.58890152,-152.1620026
BDF,Rinkenberger Restricted Landing Area,small_airport,41.23089981,-89.61569977
VRS,Roy Otten Memorial Airfield,small_airport,38.42779922,-92.87519836
GDH,Golden Horn Lodge Seaplane Base,seaplane_base,59.74700165,-158.875
ATT,Atmautluak Airport,small_airport,60.866699,-162.272995
LIV,Livengood Camp Airport,small_airport,65.467,-148.6534
PDB,Pedro Bay Airport,small_airport,59.78960037,-154.1239929
KOZ,Ouzinkie Airport,small_airport,57.925362,-152.496715
TNK,Tununak Airport,small_airport,60.57550049,-165.2720032
EVA,Ben Bruce Memorial Airpark,closed,30.32099915,-94.07350159
WHD,Hyder Seaplane Base,seaplane_base,55.903324,-130.009975
TKI,Tokeen Seaplane Base,seaplane_base,55.93709946,-133.3269959
WKK,Aleknagik / New Airport,medium_airport,59.2826004,-158.6179962
WFB,Ketchikan Harbor Seaplane Base,seaplane_base,55.349899,-131.677002
NNK,Naknek Airport,small_airport,58.73289871,-157.0200043
BKF,Lake Brooks Seaplane Base,seaplane_base,58.55479813,-155.7769928
BCS,Southern Seaplane Airport,small_airport,29.86610031,-90.02220154
SPQ,Catalina Air-Sea Terminal Heliport,heliport,33.74919891,-118.2750015
TSS,East 34th Street Heliport,heliport,40.74259949,-73.9720993
QNY,New York Skyports Inc Seaplane Base,seaplane_base,40.734001,-73.9729
BWL,Earl Henry Airport,small_airport,36.79589844,-97.31700134
WYB,Yes Bay Lodge Seaplane Base,seaplane_base,55.91630173,-131.8009949
CWS,Center Island Airport,small_airport,48.49010086,-122.8320007
TEK,Tatitlek Airport,small_airport,60.871449,-146.690297
DUF,Pine Island Airport,small_airport,36.25350189,-75.78849792
SSW,Stuart Island Airpark,small_airport,48.67290115,-123.1760025
FOB,Fort Bragg Airport,small_airport,39.47430038,-123.7959976
PUL,Port of Poulsbo Marina Moorage Seaplane Base,seaplane_base,47.73400116,-122.6470032
CCD,Century City Heliport,heliport,34.06079865,-118.4179993
WMK,Meyers Chuck Seaplane Base,seaplane_base,55.73960114,-132.2550049
AXB,Maxson Airfield,small_airport,44.312002,-75.90034
REE,Reese Airpark,small_airport,33.59030151,-102.0370026
WDN,Waldronaire Airport,small_airport,48.71179962,-123.0179977
WWP,Whale Pass Seaplane Float Harbor Facility,seaplane_base,56.116299,-133.121994
CHU,Chuathbaluk Airport,small_airport,61.579102,-159.216003
UGS,Ugashik Airport,small_airport,57.5279007,-157.3990021
PSQ,Philadelphia Seaplane Base,seaplane_base,39.85900116,-75.29959869
KLL,Levelock Airport,small_airport,59.12810135,-156.8589935
SGW,Saginaw Seaplane Base,seaplane_base,56.88629913,-134.1580048
WTL,Tuntutuliak Airport,small_airport,60.33530045,-162.6670074
TWA,Twin Hills Airport,small_airport,59.07559967,-160.272995
KCQ,Chignik Lake Airport,small_airport,56.25500107,-158.7749939
AAD,Adado Airport,small_airport,6.095802,46.6375
ABP,Atkamba Airport,small_airport,-6.065555556,141.0952778
ABW,Abau Airport,closed,-10.1956,148.7389
ALV,Andorra la Vella Heliport,heliport,42.511174,1.533551
ADC,Andakombe Airport,small_airport,-7.137222222,145.7447222
ADV,El Daein Airport,small_airport,11.4023,26.1186
DJH,Jebel Ali Seaplane Base,seaplane_base,24.988967,55.023796
AEE,Adareil Airport,small_airport,10.05361111,32.95944444
AEI,Algeciras Heliport,heliport,36.12888,-5.441118
AEK,Aseki Airport,small_airport,-7.350804856,146.1938667
URZ,OrÅ«zgÄn Airport,small_airport,32.90299988,66.63089752
OLR,Salerno Landing Zone Airport,small_airport,33.36380005,69.95610046
AFK,Kondavattavana Tank Seaplane Base,seaplane_base,7.284,81.644
AFR,Afore Airstrip,small_airport,-9.142222222,148.3908333
AFT,Afutara Aerodrome,small_airport,-9.191388889,160.9486111
RNA,Ulawa Airport,small_airport,-9.860543583,161.9795465
ATD,Uru Harbour Airport,small_airport,-8.87333,161.011002
VEV,Barakoma Airport,small_airport,-7.912779808,156.7059937
GEF,Geva Airport,small_airport,-7.575829983,156.5970001
AGG,Angoram Airport,small_airport,-4.055833333,144.0738889
AKS,Gwaunaru'u Airport,small_airport,-8.70257,160.682007
BNY,Bellona/Anua Airport,small_airport,-11.30222222,159.7983333
CHY,Choiseul Bay Airport,small_airport,-6.711944,156.396111
BAS,Ballalae Airport,small_airport,-6.990745,155.886656
FRE,Fera/Maringe Airport,small_airport,-8.1075,159.576996
HIR,Honiara International Airport,medium_airport,-9.42800045,160.0549927
MBU,Babanakira Airport,small_airport,-9.74750042,159.8390045
AVU,Avu Avu Airport,small_airport,-9.868333333,160.4105556
IRA,Ngorangora Airport,small_airport,-10.44970036,161.897995
SCZ,Santa Cruz/Graciosa Bay/Luova Airport,small_airport,-10.72029972,165.7949982
MUA,Munda Airport,medium_airport,-8.327969551,157.2630005
GZO,Nusatupe Airport,small_airport,-8.097780228,156.8639984
MNY,Mono Airport,small_airport,-7.416940212,155.5650024
PRS,Parasi Airport,small_airport,-9.641670227,161.4250031
OTV,Ontong Java Atoll Airstrip,closed,-5.515,159.5277778
RNL,Rennell/Tingoa Airport,small_airport,-11.53390026,160.0630035
EGM,Sege Airport,small_airport,-8.578889847,157.8760071
NNB,Santa Ana Airport,small_airport,-10.847994,162.454108
RUS,Marau Airport,small_airport,-9.86166954,160.8249969
VAO,Suavanao Airport,small_airport,-7.585559845,158.7310028
XYA,Yandina Airport,small_airport,-9.092816,159.21841
AGK,Kagua Airport,small_airport,-6.396388889,143.8536111
KGE,Kaghau Airport,small_airport,-7.3305,157.585
KUE,Kukudu Airport,small_airport,-8.0262,156.94783
KWS,Kwailabesi Airport,small_airport,-8.360508,160.775127
AGL,Wanigela Airport,small_airport,-9.3375,149.1555556
NAZ,Nana Airport,small_airport,-10.6758,162.2049
RIN,Ringi Cove Airport,small_airport,-8.126390457,157.1430054
RBV,Ramata Airport,small_airport,-8.168060303,157.6430054
TLG,Tulaghi Heliport,heliport,-9.108,160.1491667
AGY,Argyle Downs Airport,small_airport,-16.514,128.9245
AHJ,Hongyuan Airport,medium_airport,32.53154,102.35224
AHT,Amchitka Army Airfield,closed,51.37777778,179.2591667
AHY,Ambatolhy Airport,small_airport,-20.01583333,45.535
AIE,Aiome Airport,small_airport,-5.145699978,144.7307003
AIH,Aiambak Airport,small_airport,-7.342777778,141.2675
AIC,Ailinglaplap Airok Airport,small_airport,7.279422,168.8257
CEX,Chena Hot Springs Airport,small_airport,65.05180359,-146.0469971
SOL,Solomon State Field,small_airport,64.5605,-164.4457
HED,Herendeen Bay Airport,small_airport,55.80139923,-160.8990021
TWE,Taylor Airport,small_airport,65.6792984,-164.798996
KTH,Tikchik Lodge Seaplane Base,seaplane_base,59.96319962,-158.477005
NKI,Naukati Bay Seaplane Base,seaplane_base,55.849602,-133.227994
LNI,Lonely Air Station,small_airport,70.91069794,-153.2420044
CDL,Candle 2 Airport,small_airport,65.90769959,-161.9259949
AOS,Amook Bay Seaplane Base,seaplane_base,57.4715004,-153.8150024
BSZ,Bartletts Airport,small_airport,58.21620178,-157.352005
BSW,Boswell Bay Airport,small_airport,60.42309952,-146.1459961
AKM,Zakuoma Airport,small_airport,10.89027778,19.81722222
TGE,Sharpe Field,small_airport,32.4919014,-85.77559662
ALZ,Alitak Seaplane Base,seaplane_base,56.8995018,-154.2480011
PPE,Mar de CortÃ©s International Airport,large_airport,31.351987,-113.305177
AME,Alto Molocue Airport,small_airport,-15.61027778,37.68138889
AMF,Ama Airport,small_airport,-4.101111111,141.67
AMU,Amanab Airport,small_airport,-3.586,141.2143333
AMY,Ambatomainty Airport,small_airport,-17.68666667,45.62388889
ANH,Anuha Island Resort Airport,closed,-9.001388889,160.225
INU,Nauru International Airport,medium_airport,-0.547458,166.919006
ANZ,Angus Downs Airport,small_airport,-25.0325,132.2748
ANL,Andulo Airport,small_airport,-11.47229958,16.71089935
CNZ,Cangamba Airport,small_airport,-13.7106,19.861099
DRC,Dirico Airport,small_airport,-17.98192406,20.76806068
GGC,Lumbala Airport,small_airport,-12.63987732,22.5868206
JMB,Jamba Airport,small_airport,-14.6981926,16.07014847
KNP,Capanda Airport,small_airport,-9.769370079,15.4553194
NDF,Ndalatandos Airport,small_airport,-9.275188446,14.97724247
AOA,Aroa Airport,closed,-9.0254,146.8
AOB,Annanberg Airport,small_airport,-4.904166667,144.6358333
AOD,Abou-DeÃ¯a Airport,small_airport,11.4773,19.2874
APP,Asapa Airport,small_airport,-8.979166667,148.1036111
APR,April River Airport,small_airport,-4.676666667,142.5401389
AQY,Girdwood Airport,small_airport,60.966099,-149.126007
QRF,Bragado Airport,small_airport,-35.144,-60.4803
CVI,Caleta Olivia Airport,small_airport,-46.43180084,-67.51860046
CNT,Charata Airport,small_airport,-27.2164,-61.2103
VGS,General Villegas Airport,small_airport,-35,-63
LMD,Los Menucos Airport,small_airport,-40.817699,-68.074699
SZQ,Saenz PeÃ±a Airport,closed,-26.81579971,-60.44829941
VCF,Valcheta Airport,small_airport,-40.70000076,-66.15000153
NCJ,Sunchales Aeroclub Airport,small_airport,-30.9575,-61.5283
CPG,Carmen De Patagones Airport,small_airport,-40.7781,-62.9803
PRQ,Termal Airport,small_airport,-26.753611,-60.492222
OLN,Colonia Sarmiento Airport,small_airport,-45.582371,-68.999841
ARP,Aragip Airport,small_airport,-9.883333333,149.4833333
ARX,Asbury Park Neptune Air Terminal,closed,40.21930556,-74.09083333
TAV,Tau Airport,small_airport,-14.22920036,-169.5110016
ASZ,Asirim Airport,small_airport,-6.009722222,150.3686111
ATN,Namatanai Airport,small_airport,-3.6695,152.438
ATP,Aitape Airport,small_airport,-3.143611111,142.3468056
LYT,Lady Elliot Island Airstrip,small_airport,-24.1129,152.7156
AGW,Agnew Airport,small_airport,-12.14560032,142.1490021
AYD,Alroy Downs Airport,small_airport,-19.29080009,136.0789948
BYX,Baniyala Airport,small_airport,-13.19810009,136.227005
COB,Coolibah Airport,small_airport,-15.54829979,130.9620056
CRJ,Coorabie Airport,small_airport,-31.89439964,132.2960052
CRY,Carlton Hill Airport,small_airport,-15.50189972,128.5339966
CSD,Cresswell Downs Airport,small_airport,-17.94799995,135.9160004
DYM,Diamantina Lakes Airport,small_airport,-23.76169968,141.1450043
HIS,Hayman Island Resort Seaplane Base,seaplane_base,-20.05999947,148.8809967
HLV,Helenvale Airport,small_airport,-15.6857996,145.2149963
KBD,Kimberley Downs Airport,small_airport,-17.39780045,124.3550034
KGR,Kulgera Airport,small_airport,-25.84280014,133.2920074
MWY,Miranda Downs Airport,small_airport,-17.328899,141.886002
MYO,Camballin Airport,small_airport,-18.12470055,124.2720032
OKB,Orchid Beach Airport,small_airport,-24.95940018,153.3150024
PEP,Peppimenarti Airport,small_airport,-14.14420033,130.0910034
RDA,Rockhampton Downs Airport,small_airport,-18.95330048,135.201004
SSK,Sturt Creek Airport,small_airport,-19.16640091,128.173996
SWB,Shaw River Airport,small_airport,-21.51029968,119.3619995
TPR,Tom Price Airport,small_airport,-22.74600029,117.8690033
TWP,Torwood Airport,small_airport,-17.36330032,143.75
ZVG,Springvale Airport,small_airport,-17.78689957,127.6699982
AUI,Aua Island Airport,small_airport,-1.460555556,143.0647222
AUJ,Ambunti Airport,small_airport,-4.215666667,142.8231667
AUP,Agaun Airport,small_airport,-9.930833,149.385667
AUS,Austin Robert Mueller Municipal,closed,30.29872235,-97.69978523
AUV,Aumo Airport,small_airport,-5.731111111,148.4452778
AWE,Alowe Airport,small_airport,-0.545,9.444
AWR,Awar Airport,closed,-4.124,144.853
AXF,Alxa Left Banner Bayanhot Airport,medium_airport,38.74831,105.58858
KPM,Kompiam Airport,small_airport,-5.381666667,143.9247222
BUA,Buka Airport,medium_airport,-5.422319889,154.6730042
BRP,Biaru Airport,small_airport,-7.6693,146.7594
CMU,Chimbu Airport,medium_airport,-6.024290085,144.970993
MDM,Munduku Airport,small_airport,-4.6204,143.4516
KPF,Kondobol Airport,small_airport,-8.5336,142.5049
DNU,Dinangat Airport,small_airport,-6.1546,146.6772
DOI,Doini Airport,small_airport,-10.7009,150.7218
DAU,Daru Airport,medium_airport,-9.086759567,143.2079926
EMS,Embessa Airport,small_airport,-9.447,148.7628
XYR,Edwaki Airport,small_airport,-3.883986,141.792234
EPT,Eliptamin Airport,small_airport,-5.0412,141.6779
EGA,Engati Airstrip,small_airport,-6.9179,146.1053
EMO,Emo River Airstrip,small_airport,-9.1234,148.0415
ERU,Erume Airport,small_airport,-8.2538,146.9747
MFZ,Meselia Airport,small_airport,-6.1364,149.1183
FRQ,Feramin Airport,small_airport,-5.208,141.6988
FAQ,Frieda River Airport,small_airport,-4.610468,141.960138
FUM,Fuma Airport,small_airport,-6.3933,142.4408
GKA,Goroka Airport,medium_airport,-6.081689835,145.3919983
GUG,Guari Airport,small_airport,-8.1286,146.8722
GRL,Garasa Airport,small_airport,-7.980713,147.213461
GUR,Gurney Airport,medium_airport,-10.3114996,150.3339996
GAP,Gusap Airport,small_airport,-6.053196,145.959047
PNP,Girua Airport,medium_airport,-8.80453968,148.3090057
GBC,Gasuke Airport,small_airport,-6.1028,141.7393
HBD,Habi Airport,small_airport,-6.32,142.4893
HNI,Heiweni Airport,small_airport,-7.4223,146.4276
HNN,Honinabi Airport,small_airport,-16.2457,142.1771
HKN,Kimbe Airport,medium_airport,-5.462170124,150.4049988
HIT,Haivaro Airport,small_airport,-6.9406,143.059
IMN,Imane Airport,small_airport,-6.7524,146.1072
KGM,Kungim Airport,small_airport,-5.671,141.03
IMD,Imonda Airport,small_airport,-3.328,141.1573
IAL,Ialibu Airport,small_airport,-6.2782,143.9944
WIU,Witu Airport,small_airport,-4.689522,149.440112
KGH,Yongai Airport,small_airport,-8.5289,147.4603
LSA,Losuia Airport,small_airport,-8.505820274,151.0809937
KPA,Kopiago Airport,small_airport,-5.3883,142.4977
UNG,Kiunga Airport,small_airport,-6.125710011,141.2819977
KNE,Kanainj Airport,small_airport,-5.2903,144.7072
KRI,Kikori Airport,small_airport,-7.424379826,144.2500763
KMA,Kerema Airport,medium_airport,-7.963610172,145.7709961
KRX,Kar Kar Airport,small_airport,-4.557,145.9404
KIE,Aropa Airport,small_airport,-6.305417,155.728139
KUQ,Kuri Airport,small_airport,-7.135083,143.276111
KVG,Kavieng Airport,medium_airport,-2.579400063,150.8079987
LNV,Londolovit Airport,small_airport,-3.043610096,152.6289978
LAB,Lab Lab Airport,small_airport,-5.7204,148.0566
LWI,Lowai Airport,small_airport,-6.3344,146.6458
LPN,Leron Plains Airport,small_airport,-6.3917,146.3434
LNG,Lese Airport,small_airport,-8.2799,146.2765
LSJ,Long Island Airport,small_airport,-5.3604,147.0177
AYM,Yas Island Seaplane Base,seaplane_base,24.467,54.6103
MRM,Manari Airport,small_airport,-9.1908,147.6219
OBM,Morobe Airport,small_airport,-7.74,147.59
MAG,Madang Airport,medium_airport,-5.207079887,145.7890015
HGU,Mount Hagen Kagamuga Airport,medium_airport,-5.826789856,144.2960052
GUV,Mougulu Airport,small_airport,-6.280859,142.420775
MDU,Mendi Airport,medium_airport,-6.14774,143.656998
MAS,Momote Airport,medium_airport,-2.06189,147.423996
MXH,Moro Airport,small_airport,-6.363329887,143.2380066
MIS,Misima Island Airport,small_airport,-10.6892004,152.8379974
MWG,Marawaka Airport,small_airport,-6.9736,145.8849
NKN,Nankina Airport,small_airport,-5.837,146.4533
GBF,Negarbo(Negabo) Airport,small_airport,-6.567778,144.703058
MFO,Manguna Airport,small_airport,-5.577778,151.792333
KSB,Kasonombe Airport,small_airport,-6.3819,146.9859
NMN,Nomane Airport,small_airport,-6.32183,145.070667
NBA,Nambaiyufa Airport,small_airport,-6.2412,145.2424
LAE,Nadzab Airport,medium_airport,-6.569803,146.725977
KGB,Konge Airport,small_airport,-6.2239,147.2152
OKP,Oksapmin Airport,small_airport,-5.2261,142.2259
HOC,Komako Airport,small_airport,-7.3984,145.8827
KCJ,Komaio Airport,small_airport,-7.2714,143.5952
KDE,Koroba Airport,small_airport,-5.6952,142.7441
PGB,Pangoa Airport,small_airport,-7.0226,141.5605
PGN,Pangia Airport,small_airport,-6.386,144.1084
MPF,Mapoda Airport,small_airport,-7.979,143.1694
PMN,Pumani Airport,small_airport,-9.7469,149.4766
POM,Port Moresby Jacksons International Airport,large_airport,-9.443380356,147.2200012
SPH,Sopu Airport,small_airport,-8.3038,147.1659
SXA,Sialum Airport,small_airport,-6.0908,147.5955
RMN,Rumginae Airport,small_airport,-5.897222222,141.2716667
KMR,Karimui Airport,small_airport,-6.4921,144.823
MWI,Maramuni Airport,small_airport,-5.13,143.4829
MRH,May River Airstrip,small_airport,-4.3615,141.785
SBE,Suabi Airport,small_airport,-6.104444444,142.2783333
NIS,Simberi Airport,small_airport,-2.662222222,151.9977778
SIL,Sila Airport,small_airport,-9.073555556,148.38925
SBV,Sabah Airport,small_airport,-5.5765,155.0489
SIM,Simbai Airport,small_airport,-5.278611111,144.5447222
SBC,Selbang Airport,small_airport,-5.315,141.752
SPV,Sepik Plains Airport,small_airport,-3.8821,143.6734
SXW,Sauren Airport,small_airport,-5.9701,148.8543
MBV,Masa Airport,small_airport,-6.345,147.591
TIZ,Tari Airport,small_airport,-5.84499979,142.947998
TBG,Tabubil Airport,small_airport,-5.27861,141.225998
TPI,Tapini Airport,small_airport,-8.356666667,146.9891667
RAB,Tokua Airport,medium_airport,-4.340459824,152.3800049
TKW,Tekin Airport,small_airport,-5.243666667,142.1651944
TEP,Tep Tep Airport,small_airport,-5.9553,146.5595
TSW,Tsewi Airport,small_airport,-7.0695,146.1272
TRJ,Tarakbits Airport,small_airport,-5.614,141.0421
TWY,Tawa Airport,small_airport,-7.4463,146.1067
TKB,Tekadu Airport,small_airport,-7.6808,146.5503
AYU,Aiyura Airport,small_airport,-6.338055556,145.9041667
UMC,Umba Airport,small_airport,-7.0214,145.966
URU,Uroubi Airport,small_airport,-9.5162,148.5591
UPR,Upiara Airport,small_airport,-8.5411,142.6503
UVO,Uvol Airport,small_airport,-6.0178,150.9557
TLW,Talasea Airport,small_airport,-5.2726,150.0089
TCJ,Torembi Airport,small_airport,-4.0165,143.1329
VAI,Vanimo Airport,medium_airport,-2.6926,141.3028
TON,Tonu Airport,small_airport,-6.6552,155.4326
WAO,Wabo Airport,small_airport,-6.989444444,145.0751111
WBM,Wapenamanda Airport,medium_airport,-5.643300056,143.8950043
WAJ,Wawoi Falls Airport,small_airport,-6.9523,142.6557
WWK,Wewak International Airport,medium_airport,-3.583830118,143.6690063
WOA,Wonenara Airport,small_airport,-6.796861111,145.8919444
WKN,Wakunai Airport,small_airport,-5.8603,155.2223
WSU,Wasu Airport,small_airport,-5.961709449,147.1982253
WTP,Woitape Airport,small_airport,-8.545833333,147.2525
WUG,Wau Airport,small_airport,-7.345555556,146.7186111
YVD,Yeva Airport,small_airport,-7.548,146.188
SMJ,Sim Airport,small_airport,-7.75,146.9273
WEP,Weam Airport,small_airport,-8.6184,141.1381
AYY,Arugam Bay SPB,seaplane_base,6.86,81.82388889
KYX,Yalumet Airport,small_airport,-6.09,147.0117
KSX,Yasuru Airport,small_airport,-6.6015,146.1813
AYZ,Zahn's Airport,closed,40.71,-73.4
WUM,Wasum Airport,small_airport,-6.0491,149.337
ZXT,Zabrat Airport,medium_airport,40.49554222,49.97680664
HAE,Lava Falls Heliport,heliport,36.1916008,-113.0920029
AZB,Amazon Bay Airport,small_airport,-10.29916667,149.3383333
BAJ,Bali Airport,small_airport,-4.883333333,149.1333333
BAP,Baibara Airport,closed,-10.3432,149.6414
BKG,Branson Airport,small_airport,36.532082,-93.200544
BCJ,Baca Grande Airfield,closed,37.96477778,-105.7766667
BCP,Bambu Airport,small_airport,-5.863611111,146.4925
BCW,Benguera Island Airport,medium_airport,-21.85330009,35.43830109
BCZ,Milyakburra Airport,small_airport,-13.78083333,136.2016667
ILL,Willmar Municipal -John L Rice Field,small_airport,45.11769867,-95.13040161
BDZ,Baindoung Airport,small_airport,-6.347222222,146.9422222
BEA,Bereina Airport,closed,-8.64,146.5083
BER,Berlin Brandenburg Airport (U.C.),closed,52.35138889,13.49388889
HKV,Malevo Airport,small_airport,41.87179947,25.60479927
JAM,Bezmer Air Base,medium_airport,42.45489883,26.35219955
JEG,Aasiaat Airport,medium_airport,68.72180176,-52.78469849
LLU,Alluitsup Paa Heliport,heliport,60.46445,-45.56917
QGQ,Attu Heliport,heliport,67.94066286,-53.62186968
UAK,Narsarsuaq Airport,medium_airport,61.16049957,-45.42599869
JCH,Qasigiannguit Heliport,heliport,68.82281555,-51.17344737
CNP,Neerlerit Inaat Airport,small_airport,70.74310303,-22.65049934
DUN,Dundas Airport,closed,76.525,-68.8
QFG,Eqalugaarsuit Heliport,heliport,60.61971965,-45.91406196
GOH,Godthaab / Nuuk Airport,medium_airport,64.19090271,-51.67810059
JGO,Qeqertarsuaq Heliport,heliport,69.25118199,-53.51487637
QFI,Iginniarfik,heliport,68.14722559,-53.17352772
QRY,Ikerassaarsuk Heliport,heliport,68.14088101,-53.44145894
XIQ,Ilimanaq Heliport,heliport,69.080915,-51.11431539
QJI,Ikamiut Heliport,heliport,68.6342531,-51.83226228
JJU,Qaqortoq Heliport,heliport,60.71568416,-46.02991864
JAV,Ilulissat Airport,small_airport,69.24320221,-51.05709839
QPW,Kangaatsiaq Heliport,heliport,68.31265749,-53.46020758
KUS,Kulusuk Airport,small_airport,65.57360077,-37.12360001
QJE,Kitsissuarsuit Heliport,heliport,68.857926,-53.12329531
JSU,Maniitsoq Airport,small_airport,65.41249847,-52.93939972
JNN,Nanortalik Heliport,heliport,60.14188398,-45.23297668
JNS,Narsaq Heliport,heliport,60.91728273,-46.05992317
BGP,Bongo Airport,small_airport,-2.1713,10.2088
JFR,Paamiut Airport,small_airport,62.01473618,-49.67093658
QQT,Qeqertaq Heliport,heliport,69.99586111,-51.30091667
NAQ,Qaanaaq Airport,small_airport,77.48860168,-69.38870239
OBY,Ittoqqortoormiit Heliport,heliport,70.48822882,-21.97167993
SFJ,Kangerlussuaq Airport,medium_airport,67.0122219,-50.71160316
QOQ,Saarloq Heliport,heliport,60.537778,-46.024722
JHS,Sisimiut Airport,small_airport,66.95130157,-53.72930145
THU,Thule Air Base,medium_airport,76.53119659,-68.70320129
JUV,Upernavik Airport,small_airport,72.79019928,-56.13059998
UMD,Uummannaq Heliport,heliport,70.68042793,-52.11163044
JQA,Qaarsut Airport,small_airport,70.73419952,-52.69620132
BHL,BahÃ­a de los Ãngeles Airport,small_airport,28.9786,-113.560997
BHT,Brighton Downs Airport,small_airport,-23.36388889,141.5627778
AEY,Akureyri Airport,medium_airport,65.66000366,-18.0727005
BIU,Bildudalur Airport,small_airport,65.64129639,-23.5461998
BGJ,BorgarfjÃ¶rÃ°ur eystri Airport,small_airport,65.5164032,-13.80500031
BJD,BakkafjÃ¶rÃ°ur Airport,small_airport,66.02189636,-14.82439995
BLO,Hjaltabakki Airport,small_airport,65.64499664,-20.28750038
BQD,BÃºÃ°ardalur Airport,small_airport,65.07530212,-21.8003006
BXV,BreiÃ°dalsvÃ­k Airport,small_airport,64.79000092,-14.02280045
DJU,DjÃºpivogur Airport,small_airport,64.64420319,-14.28279972
EGS,EgilsstaÃ°ir Airport,medium_airport,65.28330231,-14.40139961
FAS,FÃ¡skrÃºÃ°sfjÃ¶rÃ°ur Airport,small_airport,64.93170166,-14.06060028
FAG,FagurhÃ³lsmÃ½ri Airport,small_airport,63.87469864,-16.64109993
GUU,GrundarfjÃ¶rÃ°ur Airport,small_airport,64.99140167,-23.22470093
GJR,GjÃ¶gur Airport,small_airport,65.99530029,-21.32690048
GRY,GrÃ­msey Airport,small_airport,66.5458,-18.0173
HVK,HÃ³lmavÃ­k Airport,small_airport,65.70469666,-21.69639969
HFN,HornafjÃ¶rÃ°ur Airport,medium_airport,64.295601,-15.2272
FLI,Holt Airport,small_airport,66.01418043,-23.4416914
HZK,HÃºsavÃ­k Airport,medium_airport,65.952301,-17.426001
HVM,KrÃ³kstaÃ°armelar Airport,small_airport,65.2664032,-20.84690094
HLO,IngjaldssanÃ°ur Airport,small_airport,66.05000305,-23.69610023
IFJ,ÃsafjÃ¶rÃ°ur Airport,medium_airport,66.05809784,-23.13529968
BIJ,Biliau Airport,closed,-5.578,146.339
KEF,Keflavik International Airport,large_airport,63.98500061,-22.60560036
OPA,KÃ³pasker Airport,small_airport,66.31079865,-16.4666996
SAK,SauÃ°Ã¡rkrÃ³kur Airport,small_airport,65.73169708,-19.57279968
NOR,NorÃ°fjÃ¶rÃ°ur Airport,small_airport,65.13189697,-13.74639988
OFJ,Ã“lafsfjÃ¶rÃ°ur Airport,small_airport,66.08329773,-18.66670036
PFJ,PatreksfjÃ¶rÃ°ur Airport,small_airport,65.555801,-23.965
RHA,ReykhÃ³lar Airport,small_airport,65.45262909,-22.20611572
OLI,Rif Airport,small_airport,64.91139984,-23.82309914
RFN,RaufarhÃ¶fn Airport,small_airport,66.40640259,-15.91829967
RKV,Reykjavik Airport,medium_airport,64.12999725,-21.94059944
MVA,ReykjahlÃ­Ã° Airport,small_airport,65.65579987,-16.91810036
SIJ,SiglufjÃ¶rÃ°ur Airport,medium_airport,66.133301,-18.9167
SYK,StykkishÃ³lmur Airport,small_airport,65.05809784,-22.7942009
TEY,Ãžingeyri Airport,small_airport,65.87030029,-23.55999947
THO,Thorshofn Airport,small_airport,66.21849823,-15.3355999
VEY,Vestmannaeyjar Airport,medium_airport,63.42430115,-20.27890015
VPN,VopnafjÃ¶rÃ°ur Airport,small_airport,65.72059631,-14.85060024
BIZ,Bimin Airport,closed,-5.286111111,142.0330556
BJE,Baleela Airport,small_airport,11.19944444,28.52305556
BJQ,Bahja Airport,small_airport,19.87305556,56.06777778
BJT,Bentota River Waterdrome,seaplane_base,6.431,79.996
PRN,PriÅ¡tina International Airport,large_airport,42.5728,21.035801
BMH,Bomai Airport,small_airport,-6.373166667,144.637
BMQ,Bamburi Airport,small_airport,-3.98191,39.730768
BMZ,Bamu Airport,small_airport,-7.8485,143.2433
BNF,Baranof Warm Springs Float and Seaplane Base,seaplane_base,57.088799,-134.833146
BNM,Bodinumu Airport,small_airport,-9.107777778,147.6667222
BNQ,Baganga airport,closed,7.611944444,126.5688889
